Código IBGE do Município;Nome das Grandes Regiões;Nome da Microregião;incompleto - Amarela;Incompleto - Branca; incompleto - Indígena;incompleto - Parda;Incompleto - Preta;Superior completo - Amarela;Superior completo - Branca;Superior completo - Indígena;Superior completo - Parda;Superior completo - Preta
315725;Sudeste;Caratinga;8;345;3;483;19;0;89;0;93;3
315727;Sudeste;Juiz de Fora;0;213;0;111;20;4;52;0;24;0
315730;Sudeste;Barbacena;0;310;0;265;14;0;81;0;21;0
315733;Sudeste;SÒo JoÒo Del Rei;9;644;0;504;79;8;116;0;69;5
315737;Sudeste;Salinas;0;113;0;275;0;0;31;0;28;0
315740;Sudeste;Ponte Nova;22;217;2;373;80;0;90;0;65;8
315750;Sudeste;GuanhÒes;15;146;0;317;38;2;40;0;46;9
315760;Sudeste;Pirapora;0;102;0;353;98;0;18;0;58;7
315765;Sudeste;Nanuque;0;159;5;460;40;0;13;0;81;0
315770;Sudeste;Araxß;0;1061;0;642;49;5;449;0;38;0
315780;Sudeste;Belo Horizonte;422;8728;119;18670;4508;61;2516;8;2668;689
315790;Sudeste;Manhuaþu;29;690;0;528;91;4;246;0;96;5
315800;Sudeste;Itabira;13;312;0;425;315;0;175;0;108;42
315810;Sudeste;Almenara;3;210;0;409;12;0;37;0;67;0
315820;Sudeste;Peþanha;9;347;0;1132;104;0;186;0;290;5
315830;Sudeste;Varginha;3;458;3;316;85;0;247;0;47;18
315840;Sudeste;Cataguases;13;339;0;161;50;0;124;0;18;2
315850;Sudeste;Sete Lagoas;11;241;0;612;28;0;31;0;121;0
315860;Sudeste;Juiz de Fora;2;200;0;157;132;0;111;0;12;4
315870;Sudeste;SÒo JoÒo Del Rei;0;108;0;96;20;0;42;0;8;2
315880;Sudeste;Campo Belo;6;241;0;169;29;5;166;0;45;11
315890;Sudeste;Manhuaþu;0;364;0;502;48;0;45;0;93;0
315895;Sudeste;Ipatinga;132;1319;66;2212;615;0;339;0;356;30
315900;Sudeste;Sete Lagoas;38;130;0;318;36;4;72;0;49;7
315910;Sudeste;Conselheiro Lafaiete;9;168;0;205;57;3;56;0;20;0
315920;Sudeste;Poþos de Caldas;0;1261;0;122;74;0;423;0;11;5
315930;Sudeste;Juiz de Fora;2;481;0;126;27;0;238;3;18;4
315935;Sudeste;Caratinga;9;336;3;393;60;3;76;0;64;3
315940;Sudeste;Juiz de Fora;0;204;0;158;10;0;49;0;18;4
315950;Sudeste;AimorÚs;13;303;0;385;25;0;76;0;24;6
315960;Sudeste;Santa Rita do SapucaÝ;34;3482;0;1167;301;0;2939;0;161;76
315970;Sudeste;Patos de Minas;6;198;0;185;30;8;128;0;51;6
315980;Sudeste;Ituiutaba;50;1016;17;1211;109;25;705;0;356;30
315990;Sudeste;Oliveira;51;971;0;1254;316;0;446;0;165;21
316000;Sudeste;Cataguases;9;263;0;74;51;0;118;0;14;15
316010;Sudeste;Ponte Nova;3;139;0;245;37;0;75;0;46;0
316020;Sudeste;ConceiþÒo do Mato Dentro;2;34;0;324;52;0;22;0;46;6
316030;Sudeste;Almenara;0;243;0;807;33;0;70;0;170;18
316040;Sudeste;Divin¾polis;11;3553;0;1266;319;0;977;0;133;18
316045;Sudeste;Salinas;0;256;0;403;54;0;60;0;78;0
316050;Sudeste;ConceiþÒo do Mato Dentro;5;104;0;105;32;0;35;0;16;0
316060;Sudeste;Curvelo;0;55;0;308;42;0;22;0;48;14
316070;Sudeste;Juiz de Fora;65;3686;0;2538;889;0;2031;0;421;192
316080;Sudeste;Varginha;0;300;0;422;68;0;74;0;37;6
316090;Sudeste;Conselheiro Lafaiete;4;193;0;207;37;0;138;0;81;8
316095;Sudeste;Caratinga;0;293;0;455;52;0;50;0;64;0
316100;Sudeste;Itabira;19;824;0;1164;258;18;396;0;216;23
316105;Sudeste;Mantena;3;100;0;228;16;6;27;0;24;0
316110;Sudeste;Janußria;35;1211;0;5106;787;0;675;0;943;118
316120;Sudeste;Oliveira;0;352;0;248;31;0;151;0;46;14
316130;Sudeste;Frutal;11;374;0;284;116;0;161;0;28;12
316140;Sudeste;MuriaÚ;6;261;0;228;78;11;148;0;57;0
316150;Sudeste;Ubß;0;818;0;359;121;0;371;0;33;20
316160;Sudeste;Governador Valadares;21;99;0;394;70;10;31;0;44;8
316165;Sudeste;Governador Valadares;6;108;0;210;45;0;33;0;56;6
316170;Sudeste;Paracatu;22;320;0;342;44;8;128;0;114;6
316180;Sudeste;Divin¾polis;11;665;0;542;76;0;315;0;83;21
316190;Sudeste;Itabira;0;297;0;700;145;5;130;0;129;0
316200;Sudeste;Santa Rita do SapucaÝ;51;1766;0;1278;94;0;1485;9;164;0
316210;Sudeste;Patos de Minas;63;2494;0;2026;487;103;1230;0;267;0
316220;Sudeste;Passos;0;731;0;249;24;0;244;0;29;4
316225;Sudeste;Montes Claros;2;130;0;400;35;4;22;0;88;13
316230;Sudeste;Santa Rita do SapucaÝ;0;413;0;45;3;0;58;0;7;0
316240;Sudeste;Montes Claros;46;636;0;1683;124;8;142;0;365;45
316245;Sudeste;Janußria;6;112;456;297;20;0;35;43;129;19
316250;Sudeste;SÒo JoÒo Del Rei;84;7293;12;4735;1181;64;6148;0;1049;251
316255;Sudeste;Manhuaþu;9;420;0;535;29;0;190;0;108;0
316257;Sudeste;Mantena;21;177;0;407;26;0;31;0;45;9
316260;Sudeste;Caratinga;0;403;0;530;17;0;165;0;77;0
316265;Sudeste;Montes Claros;0;91;0;280;36;2;35;0;79;3
316270;Sudeste;Salinas;21;930;0;1373;33;37;193;0;250;0
316280;Sudeste;GuanhÒes;15;397;0;1278;132;0;235;0;218;33
316290;Sudeste;Juiz de Fora;57;2101;20;896;616;12;1099;0;149;21
316292;Sudeste;Belo Horizonte;34;1187;0;1897;434;0;301;0;199;37
316294;Sudeste;Passos;14;729;0;250;39;0;256;0;42;6
316295;Sudeste;Belo Horizonte;23;973;0;2023;336;20;290;0;291;47
316300;Sudeste;Governador Valadares;0;77;0;380;45;0;26;0;47;3
316310;Sudeste;Parß de Minas;5;324;0;312;26;0;88;0;62;6
316320;Sudeste;Santa Rita do SapucaÝ;0;353;3;138;18;0;94;0;8;3
316330;Sudeste;Governador Valadares;8;139;0;362;23;4;48;0;69;8
316340;Sudeste;Itabira;10;204;0;407;98;9;106;0;61;19
316350;Sudeste;Peþanha;4;170;0;440;38;0;78;0;97;12
316360;Sudeste;Manhuaþu;0;184;0;134;22;0;52;0;12;3
316370;Sudeste;SÒo Lourenþo;8;5157;22;1438;330;0;3367;0;438;82
316380;Sudeste;Viþosa;0;267;0;396;46;0;178;0;56;14
316390;Sudeste;SÒo SebastiÒo do ParaÝso;11;585;0;40;11;0;188;0;3;0
316400;Sudeste;Ponte Nova;15;266;0;492;140;10;178;0;65;23
316410;Sudeste;Peþanha;7;129;0;385;18;0;65;0;85;2
316420;Sudeste;Pirapora;34;266;0;907;218;0;139;0;171;43
316430;Sudeste;PiuÝ;9;617;0;149;28;0;205;0;35;9
316440;Sudeste;Santa Rita do SapucaÝ;4;502;0;225;23;4;103;0;26;3
316443;Sudeste;MuriaÚ;0;235;0;97;6;0;89;0;17;0
316447;Sudeste;Caratinga;17;206;0;369;11;2;48;0;53;3
316450;Sudeste;Peþanha;0;212;0;774;16;0;66;0;92;10
316460;Sudeste;Divin¾polis;7;540;0;264;14;0;126;0;14;3
316470;Sudeste;SÒo SebastiÒo do ParaÝso;61;6752;0;2581;435;18;3962;7;656;51
316480;Sudeste;ConceiþÒo do Mato Dentro;6;63;0;73;7;4;33;0;23;2
316490;Sudeste;SÒo Lourenþo;0;194;0;78;6;0;116;0;7;3
316500;Sudeste;SÒo JoÒo Del Rei;3;907;0;346;97;0;338;0;41;17
316510;Sudeste;SÒo SebastiÒo do ParaÝso;9;572;3;330;38;0;287;0;57;8
316520;Sudeste;Varginha;8;606;3;309;93;4;150;0;40;7
316530;Sudeste;AndrelÔndia;19;483;0;355;161;9;378;0;77;23
316540;Sudeste;Pouso Alegre;3;648;0;164;16;7;213;0;6;0
316550;Sudeste;GuanhÒes;14;203;0;445;33;7;56;0;76;3
316553;Sudeste;Belo Horizonte;73;1360;0;2410;467;20;335;0;287;81
316555;Sudeste;Te¾filo Otoni;11;87;0;691;125;0;84;0;131;23
316556;Sudeste;Ponte Nova;0;141;0;208;22;5;31;0;43;0
316557;Sudeste;Pouso Alegre;6;673;0;101;23;7;103;0;15;0
316560;Sudeste;Juiz de Fora;2;105;0;58;77;0;58;0;7;8
316570;Sudeste;Ubß;11;542;0;218;47;0;282;0;33;14
316580;Sudeste;Pouso Alegre;0;160;0;36;3;0;80;0;2;0
316590;Sudeste;Diamantina;8;150;0;392;59;0;27;0;73;3
316600;Sudeste;Viþosa;0;317;0;261;83;0;121;0;15;3
316610;Sudeste;GuanhÒes;0;104;0;140;19;0;27;0;33;2
316620;Sudeste;Barbacena;0;700;0;386;35;10;182;0;51;18
316630;Sudeste;Ponte Nova;0;172;3;288;42;0;87;0;82;10
316640;Sudeste;AndrelÔndia;0;164;0;63;7;0;59;0;14;3
316650;Sudeste;ConceiþÒo do Mato Dentro;0;52;0;341;22;0;10;0;111;11
316660;Sudeste;Bom Despacho;0;38;0;45;8;0;21;0;33;0
316670;Sudeste;Nanuque;6;373;11;823;150;0;75;0;122;4
316680;Sudeste;PatrocÝnio;28;711;0;587;163;5;288;0;69;16
316690;Sudeste;Alfenas;0;709;0;319;111;3;237;0;29;9
316695;Sudeste;Jana·ba;8;137;0;342;38;0;27;0;40;5
316700;Sudeste;AndrelÔndia;8;153;0;94;7;0;60;0;7;2
316710;Sudeste;ConceiþÒo do Mato Dentro;25;341;0;1776;234;11;262;0;499;17
316720;Sudeste;Sete Lagoas;521;10263;11;21075;3342;167;9034;10;6067;613
316730;Sudeste;Ubß;5;204;0;64;16;0;57;0;2;0
316740;Sudeste;Santa Rita do SapucaÝ;3;602;0;139;40;3;331;0;11;8
316750;Sudeste;Juiz de Fora;0;135;0;116;72;0;58;0;11;0
316760;Sudeste;Manhuaþu;61;1002;5;1197;89;0;153;0;185;5
316770;Sudeste;Governador Valadares;10;286;3;404;52;6;61;0;55;0
316780;Sudeste;SÒo Lourenþo;2;623;0;159;42;0;206;0;22;6
316790;Sudeste;Ubß;3;338;0;161;35;0;106;0;23;5
316800;Sudeste;Salinas;10;1477;0;2486;166;10;472;0;608;10
316805;Sudeste;AimorÚs;0;193;0;233;13;0;30;0;26;0
316810;Sudeste;Araxß;5;341;3;232;22;0;126;0;45;3
316820;Sudeste;PiuÝ;0;144;0;81;0;0;55;0;14;2
316830;Sudeste;Itabira;0;143;0;296;38;12;43;0;59;4
316840;Sudeste;Caratinga;6;596;0;850;95;0;275;0;170;18
316850;Sudeste;Viþosa;11;837;0;641;200;11;367;0;95;8
316860;Sudeste;Te¾filo Otoni;285;4770;11;12354;1652;133;4495;15;3456;453
316870;Sudeste;Ipatinga;220;5264;12;6339;2039;55;3805;0;1883;341
316880;Sudeste;SÒo JoÒo Del Rei;25;565;0;405;55;7;439;7;41;0
316890;Sudeste;Patos de Minas;13;664;0;237;19;2;189;0;31;0
316900;Sudeste;Ubß;11;872;6;892;225;16;460;6;208;39
316905;Sudeste;Pouso Alegre;0;497;0;38;0;0;108;0;5;0
316910;Sudeste;Pouso Alegre;3;832;0;108;10;0;101;0;9;0
316920;Sudeste;MuriaÚ;10;464;5;385;203;5;587;0;104;40
316930;Sudeste;Varginha;114;4851;48;4396;1614;49;4673;18;919;146
316935;Sudeste;TrÛs Marias;11;1101;0;3118;232;0;712;0;697;8
316940;Sudeste;Varginha;74;4129;0;3033;904;0;2885;0;483;160
316950;Sudeste;Governador Valadares;9;166;2;460;80;5;50;0;80;16
316960;Sudeste;UberlÔndia;13;1822;0;1403;177;0;1210;0;338;8
316970;Sudeste;Capelinha;25;901;0;1469;45;15;318;0;318;10
316980;Sudeste;Santa Rita do SapucaÝ;17;458;0;185;8;5;183;0;20;3
316990;Sudeste;Ubß;198;9010;34;5384;1932;36;5073;0;1429;223
317000;Sudeste;Montes Claros;10;314;0;919;210;0;127;0;99;5
317005;Sudeste;Caratinga;10;557;0;745;58;0;159;0;141;0
317010;Sudeste;Uberaba;432;29583;105;15140;5242;330;25863;11;4045;1154
317020;Sudeste;UberlÔndia;1518;52550;151;39269;9821;966;48850;19;12126;2158
317030;Sudeste;Nanuque;0;111;1;164;17;0;23;0;31;5
317040;Sudeste;UnaÝ;194;4367;24;6721;709;178;2512;0;1297;74
317043;Sudeste;Frutal;10;278;0;262;28;2;105;0;25;7
317047;Sudeste;UnaÝ;0;128;0;273;11;0;42;0;81;0
317050;Sudeste;Ponte Nova;55;362;0;669;165;0;132;0;103;12
317052;Sudeste;Janußria;0;375;0;1326;99;0;102;0;151;4
317057;Sudeste;Caratinga;9;196;0;360;54;2;71;0;113;6
317060;Sudeste;PiuÝ;0;172;0;95;2;0;69;0;17;0
317065;Sudeste;Salinas;3;196;0;356;7;0;64;0;48;0
317070;Sudeste;Varginha;34;11125;0;7259;2006;90;10387;30;1667;400
317075;Sudeste;Paracatu;6;484;0;530;57;0;87;0;57;0
317080;Sudeste;Pirapora;72;1177;0;3197;431;11;565;0;554;95
317090;Sudeste;Montes Claros;9;553;0;1415;178;0;146;0;244;55
317100;Sudeste;Paracatu;28;1251;0;1702;138;0;525;0;391;13
317103;Sudeste;Montes Claros;23;117;0;550;213;23;43;0;75;6
317107;Sudeste;Capelinha;19;213;0;516;23;16;46;0;80;7
317110;Sudeste;Uberaba;0;311;0;136;86;0;72;0;6;3
317115;Sudeste;Ponte Nova;5;187;0;340;16;0;54;0;53;4
317120;Sudeste;Belo Horizonte;412;4644;41;9198;2092;34;1441;0;1183;314
317130;Sudeste;Viþosa;75;4372;20;3957;2193;64;6388;13;1823;377
317140;Sudeste;MuriaÚ;4;191;0;176;19;0;98;0;36;0
317150;Sudeste;Governador Valadares;8;84;0;257;39;0;25;0;50;11
317160;Sudeste;AraþuaÝ;15;247;0;1178;143;4;144;0;255;43
317170;Sudeste;Itajubß;0;1105;0;148;20;0;206;0;21;0
317180;Sudeste;GuanhÒes;14;478;0;936;76;14;194;0;174;6
317190;Sudeste;Governador Valadares;3;196;0;484;34;2;72;0;64;6
317200;Sudeste;Ubß;63;2547;0;2201;574;24;1694;0;465;34
317210;Sudeste;Cataguases;0;254;0;141;192;0;230;0;43;10
317220;Sudeste;Itajubß;0;210;0;101;8;0;64;0;5;3
320010;Sudeste;Afonso Clßudio;44;1910;0;1642;167;0;867;0;317;33
320013;Sudeste;Nova VenÚcia;0;474;0;815;59;0;151;0;83;4
320016;Sudeste;Barra de SÒo Francisco;21;518;0;970;59;10;131;0;118;9
320020;Sudeste;Alegre;33;1642;20;1603;377;0;1825;7;647;158
320030;Sudeste;Guarapari;8;1329;9;580;63;4;500;0;90;8
320035;Sudeste;Colatina;0;387;0;628;54;6;117;0;107;3
320040;Sudeste;Guarapari;51;1324;14;1476;261;10;692;0;490;82
320050;Sudeste;Cachoeiro de Itapemirim;20;508;0;248;135;0;210;0;81;8
320060;Sudeste;Linhares;64;3686;509;7549;729;40;3024;11;1445;147
320070;Sudeste;Cachoeiro de Itapemirim;4;634;0;683;130;4;243;0;91;44
320080;Sudeste;Colatina;11;1729;13;2492;280;0;681;0;574;67
320090;Sudeste;Barra de SÒo Francisco;36;1983;9;3557;295;0;758;0;746;45
320100;Sudeste;Nova VenÚcia;22;573;0;1209;115;0;256;0;206;30
320110;Sudeste;Cachoeiro de Itapemirim;6;669;0;545;180;0;461;0;125;17
320115;Sudeste;Afonso Clßudio;12;634;15;689;79;13;175;0;60;14
320120;Sudeste;Cachoeiro de Itapemirim;195;15337;27;12436;3158;57;9618;0;2309;618
320130;Sudeste;Vit¾ria;442;17065;59;32627;5867;69;7276;10;5831;736
320140;Sudeste;Cachoeiro de Itapemirim;0;3180;12;1617;288;10;1803;0;247;37
320150;Sudeste;Colatina;74;7410;11;8851;1074;28;5552;0;1988;166
320160;Sudeste;SÒo Mateus;21;1048;12;2454;663;42;346;0;519;149
320170;Sudeste;Afonso Clßudio;18;774;4;464;122;0;312;0;122;7
320180;Sudeste;Alegre;0;404;1;146;69;0;96;0;15;8
320190;Sudeste;Afonso Clßudio;25;2850;0;973;69;22;909;13;144;14
320200;Sudeste;Alegre;0;654;0;221;77;0;125;0;10;0
320210;Sudeste;Barra de SÒo Francisco;24;539;0;1905;223;0;264;0;382;20
320220;Sudeste;Linhares;28;867;5;1257;180;5;590;5;246;11
320225;Sudeste;Colatina;0;797;0;796;78;0;271;0;94;0
320230;Sudeste;Alegre;0;2164;0;1328;275;0;1288;0;138;19
320240;Sudeste;Guarapari;116;6045;46;7230;1443;35;4846;26;1891;217
320245;Sudeste;Alegre;6;1547;0;1070;76;0;418;0;142;0
320250;Sudeste;Linhares;9;773;0;922;65;0;446;0;108;14
320255;Sudeste;Alegre;0;549;0;383;70;0;211;0;10;9
320260;Sudeste;Guarapari;8;1163;0;487;56;0;585;0;96;0
320265;Sudeste;Alegre;0;867;0;374;27;6;338;0;76;0
320270;Sudeste;Santa Teresa;8;1091;0;800;89;0;442;0;143;5
320280;Sudeste;Itapemirim;4;2066;0;2010;133;23;426;0;262;18
320290;Sudeste;Santa Teresa;0;1036;0;510;55;0;419;0;152;16
320300;Sudeste;Alegre;51;2154;0;1195;161;0;1028;0;200;22
320305;Sudeste;SÒo Mateus;24;1253;20;1502;505;22;569;0;157;41
320310;Sudeste;Cachoeiro de Itapemirim;15;745;0;527;164;0;451;0;87;19
320313;Sudeste;Linhares;0;916;0;1022;88;5;698;0;279;30
320316;Sudeste;Afonso Clßudio;0;896;0;423;41;0;183;0;39;9
320320;Sudeste;Linhares;186;6911;52;11087;1645;27;5164;10;2466;203
320330;Sudeste;Barra de SÒo Francisco;20;496;0;1186;67;0;148;0;201;17
320332;Sudeste;Itapemirim;19;3190;9;1762;237;20;1141;0;446;7
320334;Sudeste;Afonso Clßudio;8;1253;0;784;135;4;410;0;136;17
320335;Sudeste;Colatina;0;954;0;577;60;0;366;0;51;0
320340;Sudeste;Cachoeiro de Itapemirim;65;1649;8;1647;216;0;811;0;338;9
320350;Sudeste;Montanha;12;663;5;1211;127;5;377;0;308;26
320360;Sudeste;Montanha;6;238;0;586;38;7;63;0;95;6
320370;Sudeste;Alegre;0;1182;0;779;93;0;469;0;164;12
320380;Sudeste;Cachoeiro de Itapemirim;50;850;0;703;195;6;575;0;119;30
320390;Sudeste;Nova VenÚcia;0;2840;0;3537;508;8;1453;0;672;83
320400;Sudeste;Colatina;10;1325;5;1600;214;0;342;0;192;21
320405;Sudeste;SÒo Mateus;65;795;7;2040;328;17;249;0;254;57
320410;Sudeste;Montanha;43;668;0;1937;226;0;456;0;304;48
320420;Sudeste;Guarapari;19;1341;3;1414;185;0;636;0;326;20
320425;Sudeste;Montanha;10;171;3;642;43;8;72;0;153;9
320430;Sudeste;Itapemirim;20;439;0;736;179;0;210;0;172;29
320435;Sudeste;Linhares;6;1288;6;999;55;0;489;0;109;23
320440;Sudeste;Guarapari;0;889;0;601;29;0;370;0;129;8
320450;Sudeste;Santa Teresa;0;662;5;443;62;0;247;0;77;10
320455;Sudeste;Santa Teresa;32;3070;0;899;168;26;787;11;216;22
320460;Sudeste;Santa Teresa;8;2097;0;1077;133;0;1008;0;222;36
320465;Sudeste;Colatina;0;476;0;466;52;4;241;0;63;4
320470;Sudeste;Nova VenÚcia;0;2595;13;2254;204;8;1024;0;347;22
320480;Sudeste;Cachoeiro de Itapemirim;10;836;10;505;208;0;367;0;58;49
320490;Sudeste;SÒo Mateus;126;4314;18;8731;1904;63;3029;0;2485;376
320495;Sudeste;Santa Teresa;3;919;0;422;92;0;331;0;26;0
320500;Sudeste;Vit¾ria;446;18791;229;39150;7599;79;10168;64;7146;1622
320501;Sudeste;Linhares;61;808;0;1977;362;0;410;0;236;68
320503;Sudeste;Cachoeiro de Itapemirim;20;1387;0;909;322;9;421;6;111;28
320506;Sudeste;Afonso Clßudio;20;2060;0;1137;138;0;1050;0;236;35
320510;Sudeste;Vit¾ria;39;3555;18;6519;1020;16;791;0;535;114
320515;Sudeste;Nova VenÚcia;6;756;0;523;40;6;185;0;68;5
320517;Sudeste;Nova VenÚcia;5;812;0;740;74;0;280;0;164;3
320520;Sudeste;Vit¾ria;491;23876;112;32739;6165;331;33630;46;14657;2073
320530;Sudeste;Vit¾ria;248;16087;101;22201;5340;325;50700;140;16386;2601
330010;Sudeste;BaÝa da Ilha Grande;371;15729;21;11541;2483;61;5551;21;1803;355
330015;Sudeste;Santo Ant¶nio de Pßdua;8;975;0;476;153;0;364;0;39;35
330020;Sudeste;Lagos;100;7625;33;7616;2213;30;5168;20;1745;514
330022;Sudeste;TrÛs Rios;6;736;0;560;233;7;422;0;33;20
330023;Sudeste;Lagos;45;2273;0;1782;316;0;1558;0;325;55
330025;Sudeste;Lagos;11;2653;7;1789;261;11;1362;7;428;124
330030;Sudeste;Barra do PiraÝ;201;6544;23;7024;3242;29;4556;0;1277;519
330040;Sudeste;Vale do ParaÝba Fluminense;151;15130;19;11362;3719;27;8269;0;2078;615
330045;Sudeste;Rio de Janeiro;868;27065;59;46315;12538;71;5111;0;3977;1186
330050;Sudeste;Nova Friburgo;128;2042;0;609;357;30;1003;0;39;44
330060;Sudeste;Itaperuna;16;2401;0;1927;513;11;2173;9;495;81
330070;Sudeste;Lagos;304;14853;38;12279;4039;24;10371;26;3077;837
330080;Sudeste;Macacu-Caceribu;160;3028;0;3898;702;13;1715;0;625;73
330090;Sudeste;Santo Ant¶nio de Pßdua;5;1127;0;517;240;4;487;0;97;11
330093;Sudeste;MacaÚ;20;829;0;1264;226;10;215;0;134;31
330095;Sudeste;TrÛs Rios;14;548;0;551;262;4;161;0;88;14
330100;Sudeste;Campos dos Goytacazes;360;32020;21;24639;10076;196;22727;41;6607;2087
330110;Sudeste;Cantagalo-Cordeiro;43;1348;0;849;492;14;817;0;80;60
330115;Sudeste;Campos dos Goytacazes;26;978;0;446;134;8;260;0;82;35
330120;Sudeste;Cantagalo-Cordeiro;32;1197;0;834;519;4;656;0;138;39
330130;Sudeste;Bacia de SÒo JoÒo;20;2858;0;2298;687;21;1398;0;651;57
330140;Sudeste;MacaÚ;35;1127;0;1081;434;0;743;0;193;29
330150;Sudeste;Cantagalo-Cordeiro;21;1777;5;645;655;11;1157;0;140;71
330160;Sudeste;Nova Friburgo;6;763;0;272;178;0;329;6;24;6
330170;Sudeste;Rio de Janeiro;1976;55690;103;78076;24244;269;16573;62;10802;3078
330180;Sudeste;Vassouras;4;982;0;898;173;0;490;0;105;46
330185;Sudeste;Rio de Janeiro;31;3328;10;3862;1351;0;1123;0;399;161
330187;Sudeste;Lagos;19;2339;13;1810;422;24;1151;0;353;78
330190;Sudeste;Rio de Janeiro;259;13047;50;18834;4824;62;3888;0;2310;480
330200;Sudeste;ItaguaÝ;132;6898;12;9179;1852;137;2242;0;1245;168
330205;Sudeste;Itaperuna;11;1210;6;707;118;11;590;0;132;15
330210;Sudeste;Santo Ant¶nio de Pßdua;34;2023;0;817;286;0;892;0;98;31
330220;Sudeste;Itaperuna;177;6258;14;5312;2282;67;5397;0;1586;236
330225;Sudeste;Vale do ParaÝba Fluminense;19;2085;0;1878;348;25;1275;0;402;142
330227;Sudeste;Rio de Janeiro;224;4314;9;8307;2527;37;590;0;743;104
330230;Sudeste;Itaperuna;5;314;0;345;133;0;269;0;91;4
330240;Sudeste;MacaÚ;255;12427;48;14328;4698;203;10757;41;4489;963
330245;Sudeste;Cantagalo-Cordeiro;7;283;0;144;129;0;171;0;35;12
330250;Sudeste;Rio de Janeiro;504;13089;22;18407;6050;46;4231;21;2307;455
330260;Sudeste;ItaguaÝ;92;2639;0;3286;430;0;1552;0;646;130
330270;Sudeste;Rio de Janeiro;81;10801;8;7714;1572;57;8320;0;2606;459
330280;Sudeste;Vassouras;17;1158;0;1184;530;0;793;5;172;73
330285;Sudeste;Rio de Janeiro;248;10360;55;15442;4853;98;4581;14;2908;844
330290;Sudeste;Vassouras;8;1950;8;1714;469;0;1385;7;251;81
330300;Sudeste;Santo Ant¶nio de Pßdua;25;1511;22;1514;928;0;768;0;319;91
330310;Sudeste;Itaperuna;13;918;6;926;250;10;793;0;197;29
330320;Sudeste;Rio de Janeiro;129;11473;0;12545;4177;42;5715;0;3134;943
330330;Sudeste;Rio de Janeiro;308;32731;159;20852;7807;542;98482;67;14151;3572
330340;Sudeste;Nova Friburgo;178;21382;41;5398;2583;115;13153;20;1222;386
330350;Sudeste;Rio de Janeiro;1537;50218;180;75163;20814;305;20009;43;9863;3123
330360;Sudeste;Vassouras;113;4360;0;3472;1247;16;1280;0;628;190
330370;Sudeste;TrÛs Rios;0;2725;0;2629;1033;0;1417;0;300;104
330380;Sudeste;BaÝa da Ilha Grande;45;2687;0;2455;469;9;1681;0;387;50
330385;Sudeste;Vassouras;9;1490;18;1573;467;24;637;0;229;21
330390;Sudeste;Serrana;198;30826;70;12786;5377;72;21574;42;1931;515
330395;Sudeste;Vale do ParaÝba Fluminense;38;1658;9;1281;693;29;832;0;288;58
330400;Sudeste;Vale do ParaÝba Fluminense;58;1817;0;1624;543;0;1174;0;432;88
330410;Sudeste;Itaperuna;3;876;0;1082;405;12;791;0;143;59
330411;Sudeste;Vale do ParaÝba Fluminense;14;861;8;948;408;5;450;0;172;33
330412;Sudeste;Vale do ParaÝba Fluminense;17;827;0;606;248;5;453;7;117;29
330414;Sudeste;Rio de Janeiro;399;7127;23;11586;4032;19;1672;0;1151;295
330415;Sudeste;MacaÚ;53;969;0;1604;317;27;623;0;506;92
330420;Sudeste;Vale do ParaÝba Fluminense;126;9518;29;7386;2409;110;9189;16;2155;497
330430;Sudeste;Macacu-Caceribu;50;3933;0;4358;997;0;1913;0;614;84
330440;Sudeste;Vale do ParaÝba Fluminense;10;1624;0;635;195;0;641;0;129;26
330450;Sudeste;Barra do PiraÝ;5;640;0;385;291;0;270;0;69;15
330452;Sudeste;Bacia de SÒo JoÒo;78;7933;0;6417;1557;23;6561;34;1937;421
330455;Sudeste;Rio de Janeiro;7892;459472;916;416441;135044;5881;716854;1086;150188;43328
330460;Sudeste;Santa Maria Madalena;0;653;0;483;143;0;264;0;39;32
330470;Sudeste;Santo Ant¶nio de Pßdua;21;3564;0;1788;869;0;1899;10;364;149
330475;Sudeste;Campos dos Goytacazes;0;2568;0;1844;208;0;617;0;244;80
330480;Sudeste;Campos dos Goytacazes;51;3191;0;1601;536;0;1221;0;272;34
330490;Sudeste;Rio de Janeiro;994;76305;99;81530;21784;125;29655;45;14927;4084
330500;Sudeste;Campos dos Goytacazes;0;3018;0;1211;232;7;859;0;250;8
330510;Sudeste;Rio de Janeiro;876;29469;114;40897;13871;117;7974;11;5851;1917
330513;Sudeste;Santo Ant¶nio de Pßdua;6;356;0;340;47;4;205;0;74;13
330515;Sudeste;Serrana;0;1916;5;579;161;0;592;0;11;20
330520;Sudeste;Lagos;60;6609;17;5150;1447;41;2923;0;1326;326
330530;Sudeste;Santa Maria Madalena;0;477;0;312;208;0;154;0;21;9
330540;Sudeste;TrÛs Rios;7;1242;0;662;289;0;587;0;148;28
330550;Sudeste;Lagos;44;5881;11;4773;996;22;2928;0;736;128
330555;Sudeste;ItaguaÝ;174;5196;55;6256;1472;33;1936;0;1078;419
330560;Sudeste;Bacia de SÒo JoÒo;21;813;0;1280;262;0;295;0;199;43
330570;Sudeste;Nova Friburgo;0;1080;0;398;150;0;294;0;26;20
330575;Sudeste;Rio de Janeiro;19;1345;0;2405;533;0;389;0;285;36
330580;Sudeste;Serrana;180;16245;9;7097;1924;108;11421;9;1290;252
330590;Sudeste;Santa Maria Madalena;25;706;0;393;172;0;214;0;16;7
