Código IBGE do Município;Nome das Grandes Regiões;Nome da Microregião;incompleto - Amarela;Incompleto - Branca; incompleto - Indígena;incompleto - Parda;Incompleto - Preta;Superior completo - Amarela;Superior completo - Branca;Superior completo - Indígena;Superior completo - Parda;Superior completo - Preta
330600;Sudeste;TrÛs Rios;181;5008;0;4691;2656;30;4129;0;892;288
330610;Sudeste;Barra do PiraÝ;72;5190;15;4030;1681;7;4791;0;746;326
330615;Sudeste;Itaperuna;3;988;0;260;136;0;280;0;31;5
330620;Sudeste;Vassouras;44;1973;0;1727;936;0;2248;0;627;148
330630;Sudeste;Vale do ParaÝba Fluminense;376;20624;0;16141;6245;216;20285;0;5220;1614
350010;Sudeste;Adamantina;138;3501;0;1218;135;172;3596;0;299;20
350020;Sudeste;SÒo JosÚ do Rio Preto;0;505;0;89;3;0;177;0;21;0
350030;Sudeste;Pirassununga;0;3729;0;1485;281;45;1458;0;110;42
350040;Sudeste;SÒo JoÒo da Boa Vista;4;914;0;226;58;14;649;0;43;14
350050;Sudeste;Amparo;19;2453;0;365;65;20;1220;0;51;39
350055;Sudeste;AvarÚ;5;670;0;226;16;0;426;0;29;7
350060;Sudeste;Piracicaba;0;315;0;42;3;12;573;0;23;2
350070;Sudeste;Bauru;58;4133;0;1792;303;12;1610;0;156;80
350075;Sudeste;Itapetininga;11;605;0;246;20;2;130;0;10;0
350080;Sudeste;Presidente Prudente;15;326;0;169;13;20;155;0;24;6
350090;Sudeste;SÒo JosÚ do Rio Preto;5;293;0;236;45;3;105;0;18;7
350100;Sudeste;Batatais;20;1603;5;708;112;9;1029;0;119;5
350110;Sudeste;Birigui;3;417;2;188;9;3;151;0;24;0
350115;Sudeste;Sorocaba;10;1455;0;783;200;10;488;0;163;20
350120;Sudeste;Votuporanga;6;420;0;124;11;0;190;0;23;0
350130;Sudeste;Presidente Prudente;105;1927;0;1553;274;222;1139;0;89;21
350140;Sudeste;MarÝlia;0;327;0;344;77;0;69;0;22;3
350150;Sudeste;MarÝlia;9;304;0;201;56;0;118;0;13;0
350160;Sudeste;Campinas;305;27460;42;7381;1072;302;21411;0;1165;369
350170;Sudeste;Araraquara;11;3002;0;2533;406;0;782;0;150;30
350180;Sudeste;Votuporanga;6;689;0;160;22;4;299;0;22;0
350190;Sudeste;Amparo;17;7952;10;2014;468;10;5670;0;280;114
350200;Sudeste;SÒo Carlos;0;460;3;132;24;2;260;0;35;0
350210;Sudeste;Andradina;199;5241;0;3609;443;270;3693;0;824;96
350220;Sudeste;Itapetininga;10;2860;8;606;64;0;1185;0;19;11
350230;Sudeste;Botucatu;5;713;0;202;36;2;215;0;19;3
350240;Sudeste;Presidente Prudente;8;349;0;209;12;0;177;0;10;0
350250;Sudeste;Guaratinguetß;23;4210;9;1580;283;44;2716;0;313;67
350260;Sudeste;Jales;11;329;3;133;8;0;258;0;20;0
350270;Sudeste;CapÒo Bonito;26;1654;0;2103;103;8;684;0;228;0
350275;Sudeste;Sorocaba;37;1505;5;1188;209;11;601;0;99;35
350280;Sudeste;Araþatuba;595;20712;35;9760;1650;1046;16884;13;2301;329
350290;Sudeste;Sorocaba;49;3327;0;807;107;94;1689;0;77;12
350300;Sudeste;Ituverava;6;409;0;319;67;0;228;0;49;3
350310;Sudeste;AvarÚ;0;492;0;335;46;7;157;0;25;0
350315;Sudeste;Bananal;0;152;0;111;39;0;60;0;4;0
350320;Sudeste;Araraquara;322;23317;65;8673;1983;541;22949;40;1254;680
350330;Sudeste;Limeira;96;13607;8;4832;1075;90;10377;0;682;187
350335;Sudeste;TupÒ;6;154;13;70;3;4;47;13;10;0
350340;Sudeste;Bauru;6;817;3;275;43;3;393;0;31;0
350350;Sudeste;Bananal;0;318;0;266;33;0;91;0;32;6
350360;Sudeste;Bauru;14;921;0;630;42;0;240;0;38;0
350370;Sudeste;Catanduva;4;886;0;257;35;8;407;0;18;0
350380;Sudeste;Moji Mirim;44;4763;13;2528;317;67;1948;0;223;36
350390;Sudeste;Guarulhos;223;6441;40;4424;645;212;4325;0;686;219
350395;Sudeste;Jales;0;171;0;71;10;5;65;0;22;2
350400;Sudeste;Assis;69;10450;11;3952;779;153;10335;22;772;207
350410;Sudeste;Braganþa Paulista;546;15492;35;4973;792;662;10639;21;573;177
350420;Sudeste;Auriflama;12;1501;0;647;43;10;1056;0;81;10
350430;Sudeste;Bauru;3;616;96;217;10;17;119;16;15;5
350440;Sudeste;Birigui;9;1334;0;973;71;0;359;0;52;9
350450;Sudeste;AvarÚ;125;9528;0;3033;723;171;7053;0;342;68
350460;Sudeste;SÒo JosÚ do Rio Preto;13;1749;3;495;75;10;879;0;112;16
350470;Sudeste;Bauru;0;185;0;127;21;0;38;0;6;2
350480;Sudeste;SÒo JosÚ do Rio Preto;3;983;5;308;48;4;507;0;26;6
350490;Sudeste;Bananal;9;616;4;539;168;0;559;0;45;9
350500;Sudeste;Itapeva;2;338;15;93;14;0;97;6;8;0
350510;Sudeste;Birigui;3;553;0;385;56;0;181;0;50;5
350520;Sudeste;Ja·;27;4321;11;946;222;0;2033;0;61;20
350530;Sudeste;Ja·;48;3837;11;1186;142;21;2928;0;174;61
350535;Sudeste;CapÒo Bonito;6;240;0;327;25;0;84;0;19;4
350540;Sudeste;Registro;5;431;3;595;41;0;118;0;108;19
350550;Sudeste;Barretos;143;10981;0;5796;1418;143;8907;0;881;374
350560;Sudeste;RibeirÒo Preto;7;2035;0;2321;287;39;811;6;302;33
350570;Sudeste;Osasco;322;19393;45;16268;2609;374;14933;8;2813;599
350580;Sudeste;TupÒ;374;1434;0;1388;55;480;598;0;156;31
350590;Sudeste;Batatais;54;6572;0;2179;515;54;4731;0;312;65
350600;Sudeste;Bauru;778;36777;107;14976;3031;1210;36725;54;2643;861
350610;Sudeste;Jaboticabal;34;8357;10;3378;782;45;6429;0;326;219
350620;Sudeste;Araþatuba;0;198;0;192;16;2;63;0;33;0
350630;Sudeste;Ourinhos;4;1190;0;251;32;5;668;0;46;13
350635;Sudeste;Santos;145;3270;81;3761;712;66;1795;11;340;60
350640;Sudeste;Birigui;17;656;0;257;32;20;549;0;47;13
350650;Sudeste;Birigui;311;13032;23;5800;483;241;7869;12;706;51
350660;Sudeste;Mogi das Cruzes;171;2491;0;1345;120;142;561;0;121;26
350670;Sudeste;Araraquara;7;1181;0;845;100;0;381;0;30;5
350680;Sudeste;Ja·;4;1124;0;371;111;5;684;0;42;7
350690;Sudeste;Botucatu;5;1074;0;347;60;0;498;0;35;4
350700;Sudeste;TatuÝ;60;5471;0;2232;237;59;3485;0;175;51
350710;Sudeste;Braganþa Paulista;86;2167;0;611;80;46;752;0;27;0
350715;Sudeste;Itapeva;0;405;0;205;12;0;95;0;10;0
350720;Sudeste;Assis;0;41;0;44;9;7;24;0;1;0
350730;Sudeste;Ja·;0;405;0;179;19;0;162;0;4;5
350740;Sudeste;Araraquara;15;1623;17;433;63;4;658;0;46;0
350745;Sudeste;Bauru;0;195;2;87;9;0;55;0;3;0
350750;Sudeste;Botucatu;75;13359;34;3900;808;246;14639;0;747;251
350760;Sudeste;Braganþa Paulista;199;18505;21;4466;835;459;13299;11;735;237
350770;Sudeste;Birigui;2;524;24;294;27;6;259;8;26;4
350775;Sudeste;Birigui;9;183;0;186;12;7;77;0;19;0
350780;Sudeste;RibeirÒo Preto;12;2350;9;706;229;0;1304;0;112;47
350790;Sudeste;Rio Claro;14;2350;0;892;166;9;1095;0;60;11
350800;Sudeste;Itapeva;26;1677;0;594;43;8;616;0;34;0
350810;Sudeste;Birigui;25;1442;0;727;52;22;951;0;132;15
350820;Sudeste;Ituverava;6;474;0;165;17;0;295;0;14;10
350830;Sudeste;Bauru;6;478;0;181;26;0;116;0;11;3
350840;Sudeste;Sorocaba;52;4575;0;2528;286;35;1224;0;242;12
350850;Sudeste;SÒo JosÚ dos Campos;58;9196;8;3566;541;56;6287;0;649;126
350860;Sudeste;Guaratinguetß;0;3123;0;1091;218;0;2088;0;400;144
350870;Sudeste;SÒo JoÒo da Boa Vista;9;1669;6;572;108;0;1046;0;46;0
350880;Sudeste;Lins;53;1694;0;815;76;69;860;0;90;20
350890;Sudeste;Presidente Prudente;10;242;0;229;24;0;70;0;28;3
350900;Sudeste;Franco da Rocha;44;7305;44;5011;881;29;4691;0;1046;322
350910;Sudeste;Presidente Prudente;4;361;0;297;76;3;119;0;42;10
350920;Sudeste;Osasco;87;5089;0;3833;566;54;1934;0;594;99
350925;Sudeste;Registro;25;2034;9;2041;105;0;745;0;266;54
350930;Sudeste;Catanduva;4;996;5;412;64;0;572;0;42;0
350940;Sudeste;Batatais;18;2695;0;878;162;0;1287;0;149;25
350945;Sudeste;Itapetininga;0;531;0;207;11;3;166;0;27;3
350950;Sudeste;Campinas;2162;102767;92;49155;12947;3475;139283;77;11213;3504
350960;Sudeste;JundiaÝ;35;7977;18;3896;683;128;3248;12;471;186
350970;Sudeste;Campos do JordÒo;57;6929;0;1452;191;74;2253;10;177;10
350980;Sudeste;Assis;0;407;0;190;17;0;202;0;19;2
350990;Sudeste;Registro;29;1155;5;677;93;0;384;0;77;15
350995;Sudeste;Guaratinguetß;3;385;0;249;51;0;80;0;14;9
351000;Sudeste;Assis;42;3745;0;978;229;18;1416;0;137;13
351010;Sudeste;Jaboticabal;0;377;0;84;4;0;124;0;0;0
351015;Sudeste;Ourinhos;0;314;0;261;24;0;78;0;7;0
351020;Sudeste;CapÒo Bonito;155;4694;0;1633;81;168;1785;0;190;12
351030;Sudeste;Sorocaba;20;1881;9;666;48;0;520;0;22;11
351040;Sudeste;Piracicaba;7;5534;11;1546;457;0;2977;0;151;143
351050;Sudeste;Caraguatatuba;130;10686;0;4958;828;126;6207;10;788;163
351060;Sudeste;Osasco;373;30790;126;25602;5254;205;11729;19;4318;1258
351070;Sudeste;Votuporanga;10;1143;0;673;75;16;590;0;96;10
351080;Sudeste;SÒo JoÒo da Boa Vista;0;2945;0;1353;331;6;1914;0;201;58
351090;Sudeste;Batatais;4;263;0;76;25;0;112;0;25;0
351100;Sudeste;Andradina;18;1431;0;1049;109;50;802;0;334;34
351110;Sudeste;Catanduva;72;14028;11;4126;836;93;11124;9;471;117
351120;Sudeste;Catanduva;3;716;0;318;25;0;185;0;19;0
351130;Sudeste;SÒo JosÚ do Rio Preto;6;988;0;166;31;5;628;0;16;10
351140;Sudeste;AvarÚ;0;2015;0;486;69;0;1001;0;62;20
351150;Sudeste;TatuÝ;24;5263;0;1478;188;22;2482;0;148;52
351160;Sudeste;TatuÝ;5;1851;5;561;68;7;660;0;70;0
351170;Sudeste;Piracicaba;0;1852;0;527;163;0;672;0;20;0
351190;Sudeste;Birigui;8;564;1;506;47;12;297;0;39;3
351200;Sudeste;Barretos;22;1429;0;1043;158;8;1063;0;117;0
351210;Sudeste;Barretos;18;428;3;349;80;13;109;0;51;3
351220;Sudeste;Limeira;8;2511;0;854;207;10;897;0;67;13
351230;Sudeste;Botucatu;0;1995;4;348;57;4;1013;0;40;6
351240;Sudeste;Limeira;56;2095;0;705;194;0;1439;0;63;45
351250;Sudeste;Birigui;3;711;0;263;9;0;270;0;41;5
351260;Sudeste;Itapeva;7;564;0;157;12;9;113;0;0;0
351270;Sudeste;Rio Claro;4;462;0;150;44;0;176;0;3;2
351280;Sudeste;Campinas;30;5769;0;3591;660;22;2352;0;392;117
351290;Sudeste;Votuporanga;0;647;0;206;33;0;402;0;15;2
351300;Sudeste;Itapecerica da Serra;321;17520;53;12308;2167;735;16004;45;2354;573
351310;Sudeste;RibeirÒo Preto;18;3321;14;1419;441;9;1412;0;172;36
351320;Sudeste;Franca;7;713;5;333;69;10;386;0;24;10
351330;Sudeste;Assis;0;195;3;78;3;2;96;0;16;0
351340;Sudeste;Guaratinguetß;8;8796;0;2871;790;42;5846;0;492;142
351350;Sudeste;Santos;96;7276;19;9232;1441;81;2964;0;1687;390
351360;Sudeste;Paraibuna/Paraitinga;13;2111;0;660;28;0;931;0;140;18
351370;Sudeste;SÒo Carlos;20;4021;10;1098;181;0;2390;0;152;40
351380;Sudeste;SÒo Paulo;752;31985;63;29492;5863;754;11606;27;5119;1199
351385;Sudeste;Jales;0;127;0;95;0;0;92;0;18;0
351390;Sudeste;SÒo JoÒo da Boa Vista;4;1451;0;388;53;0;716;0;24;7
351400;Sudeste;Araraquara;5;461;0;567;35;0;269;0;69;14
351410;Sudeste;Ja·;0;2976;0;800;164;0;1327;0;0;20
351420;Sudeste;Jales;2;183;0;58;7;2;127;0;26;4
351430;Sudeste;SÒo Carlos;0;1021;0;189;67;0;414;0;22;6
351440;Sudeste;Dracena;208;4768;7;1929;244;346;4170;0;366;52
351450;Sudeste;Bauru;0;1303;4;625;40;55;744;0;40;9
351460;Sudeste;RibeirÒo Preto;0;853;0;391;55;0;371;0;36;0
351470;Sudeste;MarÝlia;3;536;0;309;36;10;337;0;48;3
351480;Sudeste;Registro;18;913;0;1025;264;0;393;0;154;66
351490;Sudeste;Campinas;8;1794;0;697;46;17;470;0;11;4
351492;Sudeste;Catanduva;0;495;0;79;29;0;53;3;16;0
351495;Sudeste;Catanduva;0;160;0;142;7;0;45;0;7;0
351500;Sudeste;Itapecerica da Serra;354;18890;58;20797;3807;98;5629;8;2276;657
351510;Sudeste;Itapecerica da Serra;120;5634;18;4944;539;89;2131;0;632;88
351512;Sudeste;Presidente Prudente;6;206;0;175;14;0;88;0;26;4
351515;Sudeste;Moji Mirim;15;1060;0;868;137;13;800;0;142;40
351518;Sudeste;SÒo JoÒo da Boa Vista;0;5841;0;1213;284;21;3789;0;204;64
351519;Sudeste;Ourinhos;4;427;3;186;18;0;86;0;23;0
351520;Sudeste;Fernand¾polis;6;720;0;304;20;5;542;0;55;0
351530;Sudeste;Presidente Prudente;0;210;0;180;18;0;60;0;26;2
351535;Sudeste;Presidente Prudente;10;480;0;752;59;22;283;0;99;18
351540;Sudeste;Ourinhos;0;1981;0;371;140;4;858;0;36;10
351550;Sudeste;Fernand¾polis;80;6861;7;2735;348;219;7105;0;568;84
351560;Sudeste;Jaboticabal;0;492;0;148;21;3;318;0;4;0
351565;Sudeste;MarÝlia;0;156;0;89;6;3;40;0;5;0
351570;Sudeste;Mogi das Cruzes;158;13201;40;13391;2283;74;3491;9;1540;452
351580;Sudeste;Adamantina;0;144;0;115;11;0;82;0;38;3
351590;Sudeste;Auriflama;0;421;0;138;24;0;234;0;10;3
351600;Sudeste;Adamantina;29;1484;0;982;68;70;379;0;46;0
351610;Sudeste;Assis;0;433;0;129;24;0;113;0;32;2
351620;Sudeste;Franca;389;36904;32;14599;3876;212;24627;8;2373;573
351630;Sudeste;Franco da Rocha;117;10844;74;13912;2329;0;1691;0;980;226
351640;Sudeste;Franco da Rocha;103;10548;11;8363;1529;95;3626;20;910;358
351650;Sudeste;Birigui;7;210;0;125;12;8;163;0;28;0
351660;Sudeste;MarÝlia;16;659;0;333;55;9;282;0;18;17
351670;Sudeste;MarÝlia;70;3893;10;2394;449;77;3165;0;546;75
351680;Sudeste;Auriflama;0;292;0;298;17;0;193;0;57;0
351685;Sudeste;Araraquara;0;511;0;223;61;0;86;0;22;0
351690;Sudeste;Auriflama;0;1119;0;469;68;9;821;0;128;15
351700;Sudeste;Lins;5;826;0;702;107;16;442;0;43;5
351710;Sudeste;Birigui;9;437;0;261;26;5;154;0;24;0
351720;Sudeste;Lins;8;968;0;816;124;42;339;0;67;23
351730;Sudeste;Lins;6;416;3;322;26;23;141;0;48;0
351740;Sudeste;SÒo Joaquim da Barra;66;3796;8;1435;363;112;1961;0;290;81
351750;Sudeste;SÒo JosÚ do Rio Preto;4;2068;5;764;106;13;869;0;117;10
351760;Sudeste;CapÒo Bonito;27;1547;0;1047;49;10;278;0;117;0
351770;Sudeste;Ituverava;29;1286;0;1187;311;44;941;0;89;29
351780;Sudeste;Andradina;19;666;0;515;46;87;346;0;53;8
351790;Sudeste;SÒo JosÚ do Rio Preto;0;831;0;501;46;0;571;0;101;7
351800;Sudeste;Fernand¾polis;1;187;0;57;10;0;92;0;12;3
351810;Sudeste;Bauru;3;477;0;427;25;0;198;0;15;0
351820;Sudeste;Araþatuba;96;2697;0;2016;248;43;1777;0;439;50
351830;Sudeste;Mogi das Cruzes;49;2634;0;987;198;21;1507;0;100;51
351840;Sudeste;Guaratinguetß;60;12486;12;4914;780;140;10326;14;1277;209
351850;Sudeste;Itapetininga;5;2440;12;537;255;0;429;0;30;0
351860;Sudeste;Jaboticabal;0;2916;0;2689;452;8;1377;0;131;23
351870;Sudeste;Santos;419;22766;107;22868;3350;209;11289;0;3531;719
351880;Sudeste;Guarulhos;2287;107346;267;86349;13092;2580;65282;132;16442;4093
351885;Sudeste;RibeirÒo Preto;105;740;0;370;62;60;168;0;24;5
351890;Sudeste;Auriflama;4;434;0;272;14;0;137;0;36;3
351900;Sudeste;TupÒ;12;588;0;576;53;5;334;5;71;6
351905;Sudeste;Campinas;5;1120;7;469;47;20;1151;0;53;4
351907;Sudeste;Campinas;245;18143;25;13874;2578;90;5211;13;1671;488
351910;Sudeste;Bauru;10;1100;0;382;32;10;542;0;48;17
351920;Sudeste;TupÒ;54;532;0;457;32;18;247;0;53;3
351925;Sudeste;AvarÚ;0;523;0;461;68;4;117;0;29;20
351930;Sudeste;SÒo Carlos;49;3448;0;1678;228;41;659;0;133;22
351940;Sudeste;SÒo JosÚ do Rio Preto;10;1189;0;365;22;5;580;0;24;0
351950;Sudeste;Assis;4;755;0;184;23;0;325;0;18;3
351960;Sudeste;Araraquara;69;7005;0;1871;278;27;3117;0;139;22
351970;Sudeste;Piedade;407;6496;15;2867;241;275;2297;0;338;50
351980;Sudeste;SÒo JosÚ do Rio Preto;7;560;3;377;59;15;329;0;93;6
351990;Sudeste;Assis;0;774;0;214;22;3;399;0;37;3
352000;Sudeste;Ja·;0;2301;11;1026;155;0;747;0;65;10
352010;Sudeste;Ituverava;45;2569;0;1947;320;11;1578;0;421;92
352020;Sudeste;SÒo JosÚ dos Campos;0;1065;0;437;43;5;271;0;30;6
352030;Sudeste;Registro;52;2690;7;1426;103;0;1380;11;270;32
352040;Sudeste;Caraguatatuba;51;2207;10;2098;289;20;1617;10;202;20
352042;Sudeste;Registro;19;1000;0;616;94;5;299;0;59;31
352044;Sudeste;Andradina;69;2259;11;1766;128;108;2372;0;781;96
352050;Sudeste;Campinas;357;22152;61;8691;1889;859;17393;20;1645;368
352060;Sudeste;Presidente Prudente;2;486;3;254;45;3;224;0;15;5
352070;Sudeste;Fernand¾polis;0;427;0;131;19;0;257;0;20;4
352080;Sudeste;Adamantina;6;246;0;225;32;11;119;0;47;3
352090;Sudeste;Ourinhos;6;1309;0;490;81;0;611;0;38;10
352100;Sudeste;Sorocaba;11;2659;0;1500;242;0;661;0;108;68
352110;Sudeste;Rio Claro;0;568;2;317;55;0;301;0;21;5
352115;Sudeste;SÒo JosÚ do Rio Preto;2;680;0;128;17;4;114;0;16;0
352120;Sudeste;CapÒo Bonito;3;174;0;340;76;0;59;0;74;22
352130;Sudeste;SÒo Joaquim da Barra;11;1146;0;805;89;0;629;0;79;10
352140;Sudeste;Limeira;19;2322;0;781;146;0;1174;0;65;4
352150;Sudeste;Novo Horizonte;0;779;0;274;36;0;251;0;20;2
352160;Sudeste;Adamantina;44;589;0;564;48;31;333;0;74;5
352170;Sudeste;Itapeva;40;2093;6;464;67;5;574;6;64;0
352180;Sudeste;AvarÚ;55;2605;0;984;211;24;977;0;94;94
352190;Sudeste;Novo Horizonte;0;1823;0;315;76;5;1025;0;15;0
352200;Sudeste;Ja·;2;315;0;99;8;0;126;0;4;0
352210;Sudeste;ItanhaÚm;117;8100;17;5623;626;98;4185;31;710;134
352215;Sudeste;CapÒo Bonito;0;86;0;280;7;0;42;0;31;9
352220;Sudeste;Itapecerica da Serra;301;13340;75;12631;2047;163;4132;12;1525;305
352230;Sudeste;Itapetininga;210;19289;22;4392;734;298;10578;0;906;141
352240;Sudeste;Itapeva;87;10050;0;3016;290;69;4985;10;529;66
352250;Sudeste;Osasco;155;14625;16;15089;3225;151;4115;21;1421;348
352260;Sudeste;Moji Mirim;51;8552;0;2115;562;29;5343;12;216;44
352265;Sudeste;CapÒo Bonito;3;291;0;187;5;0;63;0;21;3
352270;Sudeste;Araraquara;55;5155;7;1061;133;12;2845;0;121;8
352280;Sudeste;Itapeva;18;1610;0;359;39;48;622;0;26;0
352290;Sudeste;Ja·;0;1467;0;450;90;0;519;0;16;3
352300;Sudeste;Andradina;16;297;3;399;51;0;111;0;35;8
352310;Sudeste;Mogi das Cruzes;325;23094;18;28170;4472;295;4366;0;2183;496
352320;Sudeste;Itapeva;26;5919;0;1487;63;16;2660;0;251;53
352330;Sudeste;ItanhaÚm;75;1112;11;1034;194;45;344;0;74;5
352340;Sudeste;Braganþa Paulista;125;11313;0;4739;800;136;8406;0;447;149
352350;Sudeste;AvarÚ;10;1800;9;797;94;14;675;0;40;20
352360;Sudeste;Rio Claro;10;1767;9;878;188;5;610;0;46;15
352370;Sudeste;Franca;5;488;2;379;44;0;208;0;17;7
352380;Sudeste;SÒo JoÒo da Boa Vista;7;712;0;260;75;3;252;0;26;14
352390;Sudeste;Sorocaba;157;17443;16;6118;1226;117;13315;0;1008;181
352400;Sudeste;JundiaÝ;39;5047;0;2573;367;31;2341;0;219;59
352410;Sudeste;Ituverava;57;3737;0;1795;308;112;3298;0;281;39
352420;Sudeste;SÒo Joaquim da Barra;1;510;0;311;77;0;274;0;34;0
352430;Sudeste;Jaboticabal;168;7663;10;2585;610;182;7569;0;455;273
352440;Sudeste;SÒo JosÚ dos Campos;324;23379;21;8940;1757;461;14289;11;1797;453
352450;Sudeste;SÒo JosÚ do Rio Preto;6;615;0;224;15;0;198;0;22;0
352460;Sudeste;Registro;23;1498;0;886;51;27;727;0;195;22
352470;Sudeste;Campinas;17;5188;0;1658;256;67;3369;0;367;107
352480;Sudeste;Jales;79;5306;0;1422;164;125;5506;0;602;59
352490;Sudeste;Paraibuna/Paraitinga;3;534;0;133;20;5;248;0;20;3
352500;Sudeste;Osasco;92;8282;22;7435;1471;140;4387;15;1167;302
352510;Sudeste;RibeirÒo Preto;7;4117;0;1824;266;0;1898;0;156;46
352520;Sudeste;Braganþa Paulista;0;2339;0;1400;155;20;930;0;149;38
352530;Sudeste;Ja·;96;16631;11;3976;1003;74;10928;0;358;246
352540;Sudeste;Franca;3;210;0;164;45;6;105;0;22;8
352550;Sudeste;Braganþa Paulista;16;1576;6;240;21;21;580;0;28;3
352560;Sudeste;Presidente Prudente;0;345;0;223;50;7;159;0;12;0
352570;Sudeste;SÒo JosÚ do Rio Preto;12;3923;0;1268;160;21;2047;0;159;9
352580;Sudeste;Lins;3;265;0;346;19;3;148;0;68;7
352585;Sudeste;Piracicaba;0;267;0;130;14;0;163;0;9;0
352590;Sudeste;JundiaÝ;433;42096;10;12696;2738;884;48957;0;3045;808
352600;Sudeste;Dracena;40;2184;5;1216;168;122;1100;0;133;17
352610;Sudeste;Registro;72;1257;0;1218;100;42;443;0;186;25
352620;Sudeste;Itapecerica da Serra;44;2710;0;1402;173;22;804;11;209;14
352630;Sudeste;Paraibuna/Paraitinga;2;437;0;128;10;3;206;0;11;0
352640;Sudeste;TatuÝ;0;3066;0;732;204;0;1638;0;47;27
352650;Sudeste;Araþatuba;15;745;0;674;103;13;216;0;38;8
352660;Sudeste;Guaratinguetß;0;704;0;261;45;0;227;0;22;0
352670;Sudeste;Limeira;65;10603;0;3740;668;48;5209;0;231;102
352680;Sudeste;Bauru;107;6647;0;2697;443;27;3983;0;288;47
352690;Sudeste;Limeira;182;33299;50;11089;2435;276;20162;0;1385;541
352700;Sudeste;Amparo;9;585;0;180;17;9;432;0;40;10
352710;Sudeste;Lins;143;7054;0;3551;849;546;6962;0;961;180
352720;Sudeste;Guaratinguetß;60;8189;9;4045;909;90;5983;8;895;338
352725;Sudeste;Birigui;2;189;0;103;11;0;101;0;7;0
352730;Sudeste;JundiaÝ;16;3869;10;1955;316;33;2132;0;412;104
352740;Sudeste;Adamantina;59;2270;0;866;94;74;1318;0;138;0
352750;Sudeste;Bauru;6;259;0;104;10;7;72;0;6;0
352760;Sudeste;RibeirÒo Preto;5;980;0;591;98;0;545;0;59;0
352770;Sudeste;Birigui;4;373;0;466;40;0;116;0;27;2
352780;Sudeste;MarÝlia;0;323;0;249;33;3;209;0;20;0
352790;Sudeste;Assis;0;198;0;197;25;0;116;0;5;5
352800;Sudeste;Ja·;6;1660;5;844;106;5;761;0;86;15
352810;Sudeste;Nhandeara;0;949;0;175;6;0;448;0;9;0
352820;Sudeste;Fernand¾polis;0;395;0;106;21;0;214;0;36;0
352830;Sudeste;Auriflama;0;404;0;116;18;0;212;0;27;3
352840;Sudeste;Sorocaba;34;4176;12;2334;356;34;1455;0;285;120
352850;Sudeste;Franco da Rocha;51;9838;9;5012;749;140;6000;7;504;124
352860;Sudeste;Ourinhos;6;1085;0;286;38;0;342;0;21;10
352870;Sudeste;Presidente Prudente;0;281;0;461;43;4;111;0;47;6
352880;Sudeste;Assis;6;1515;9;817;96;5;515;0;115;6
352885;Sudeste;Novo Horizonte;0;249;0;26;5;0;69;0;2;3
352890;Sudeste;Adamantina;0;450;0;234;24;3;140;0;19;0
352900;Sudeste;MarÝlia;837;20145;48;11464;1775;1410;21180;8;2625;487
352910;Sudeste;Jales;4;201;0;85;10;3;91;0;11;4
352920;Sudeste;Presidente Prudente;60;2069;0;1503;89;49;1110;0;160;40
352930;Sudeste;Araraquara;153;8713;26;4266;763;75;5162;0;407;143
352940;Sudeste;SÒo Paulo;499;40934;133;28163;5363;464;14807;27;4096;1098
352950;Sudeste;SÒo JosÚ do Rio Preto;13;539;0;145;10;0;248;0;31;0
352960;Sudeste;Fernand¾polis;0;524;0;183;18;0;228;0;8;0
352965;Sudeste;Jales;3;161;0;96;8;0;58;0;13;0
352970;Sudeste;SÒo Joaquim da Barra;57;1861;0;1018;147;16;1250;0;106;55
352980;Sudeste;Ja·;0;1393;0;520;61;0;564;0;38;7
352990;Sudeste;Registro;31;1649;39;1434;103;65;568;13;137;17
353000;Sudeste;Fernand¾polis;3;287;0;92;8;0;200;0;31;6
353010;Sudeste;Andradina;129;2661;0;1669;229;368;1449;0;216;35
353020;Sudeste;Presidente Prudente;48;1306;0;1249;64;19;609;0;151;17
353030;Sudeste;SÒo JosÚ do Rio Preto;37;6302;11;1922;505;9;4250;0;274;49
353040;Sudeste;SÒo JosÚ do Rio Preto;0;368;0;197;44;0;132;0;21;6
353050;Sudeste;SÒo JoÒo da Boa Vista;94;7942;0;2342;679;19;4798;0;445;154
353060;Sudeste;Mogi das Cruzes;1948;37254;114;18984;3941;4074;31021;21;3780;1236
353070;Sudeste;Moji Mirim;91;18536;8;4278;1057;46;8968;0;506;150
353080;Sudeste;Moji Mirim;141;10155;30;3310;504;100;8005;0;353;60
353090;Sudeste;Piracicaba;0;454;0;160;22;0;58;0;9;0
353100;Sudeste;Nhandeara;0;220;0;68;15;0;141;0;11;2
353110;Sudeste;ItanhaÚm;49;4447;40;2749;411;72;2043;0;406;148
353120;Sudeste;Amparo;3;766;0;201;39;9;464;0;22;0
353130;Sudeste;Jaboticabal;36;5317;0;1480;276;61;3432;0;252;24
353140;Sudeste;Nhandeara;13;2653;0;717;104;0;1957;0;195;37
353150;Sudeste;Jaboticabal;26;2189;0;735;137;5;1153;0;87;31
353160;Sudeste;Dracena;3;383;0;216;10;3;174;0;38;10
353170;Sudeste;Campos do JordÒo;7;390;0;144;11;6;246;4;33;2
353180;Sudeste;Campinas;20;4035;8;3313;633;8;2010;0;248;50
353190;Sudeste;SÒo Joaquim da Barra;32;2272;10;2029;284;11;823;0;232;44
353200;Sudeste;Braganþa Paulista;22;1348;0;595;54;11;451;0;33;0
